ID,Location,Track,Week,Rating (Num),Schedule Pacing
603,New York City,Apps,Week 2,9,Just right
604,New York City,Games,Week 2,9,Just right
605,New York City,"Games, Explorer",Week 2,10,Just right
606,New York City,"Apps, Explorer",Week 2,7,Just right
607,New York City,"Apps, Explorer",Week 2,10,Just right
608,,,Week 2,0,Way too fast
609,New York City,Games,Week 2,8,Just right
610,New York City,Games,Week 2,10,Just right
611,New York City,Apps,Week 2,9,Just right
612,New York City,"Apps, Explorer",Week 2,10,Just right
613,New York City,"Apps, Explorer",Week 2,10,Just right
614,New York City,Apps,Week 2,10,A little too fast
615,New York City,Apps,Week 2,9,Just right
616,New York City,"Games, Explorer",Week 2,10,Just right
617,New York City,"Apps, Explorer",Week 2,9,Just right
618,New York City,Games,Week 2,7,Just right
619,New York City,Games,Week 2,9,Just right
620,New York City,"Games, Explorer",Week 2,7,Just right
621,New York City,"Apps, Explorer",Week 2,3,Way too fast
622,New York City,Apps,Week 2,5,Just right
623,New York City,"Apps, Explorer",Week 2,8,Just right
624,Atlanta,Apps,Week 4,9,Just right
625,Atlanta,Apps,Week 4,9,Just right
626,,,Week 4,10,Just right
627,Redwood City,Apps,Week 4,9,Just right
628,Atlanta,"Apps, Explorer",Week 4,10,A little too fast
629,Atlanta,"Apps, Explorer",Week 4,9,Just right
630,New York City,Apps,Week 2,8,Just right
631,Atlanta,"Apps, Explorer",Week 4,10,Just right
632,Redwood City,Apps,Week 4,8,Just right
633,Chicago,Apps,Week 4,10,A little too fast
634,Chicago,Apps,Week 4,8,Just right
635,Chicago,Apps,Week 4,9,Just right
636,Chicago,Apps,Week 4,9,A little too fast
637,Chicago,Apps,Week 4,9,A little too fast
638,Chicago,Apps,Week 4,8,Just right
639,Chicago,"Apps, Explorer",Week 4,7,Just right
640,Oakland,Apps,Week 4,7,A little too fast
641,Los Angeles,Games,Week 4,10,Just right
642,Los Angeles,Apps,Week 4,8,A little too fast
643,Los Angeles,Games,Week 4,10,Just right
644,Oakland,Apps,Week 4,9,Just right
645,Los Angeles,Games,Week 4,9,Just right
646,Los Angeles,Games,Week 4,10,Just right
647,Los Angeles,Apps,Week 4,8,A little too slow
650,Santa Clara,"Apps, Explorer",Week 4,8,Just right
652,Santa Clara,Apps,Week 4,9,Just right
653,Santa Clara,Apps,Week 4,9,Just right
654,Santa Clara,Apps,Week 4,9,Just right
655,Los Angeles,Apps,Week 4,10,Just right
656,Los Angeles,Apps,Week 4,10,Just right
657,Los Angeles,Apps,Week 4,9,Just right
658,San Francisco,Apps,Week 4,10,Just right
659,San Francisco,Apps,Week 4,8,Just right
660,San Francisco,"Apps, Explorer",Week 4,8,A little too fast
661,San Francisco,Games,Week 4,8,Just right
662,San Francisco,Games,Week 4,9,Just right
663,San Francisco,Games,Week 4,10,Just right
664,San Francisco,Apps,Week 4,6,Just right
665,San Francisco,Games,Week 4,8,Just right
666,San Francisco,Apps,Week 4,9,Just right
667,San Francisco,Games,Week 4,9,A little too slow
668,San Francisco,Apps,Week 4,8,A little too fast
669,San Francisco,Apps,Week 4,9,Just right
670,San Francisco,Apps,Week 4,7,A little too fast
671,San Francisco,Apps,Week 4,9,Just right
672,Santa Clara,Games,Week 4,8,Just right
673,San Francisco,Games,Week 4,9,Just right
674,San Francisco,"Apps, Explorer",Week 4,7,Just right
675,San Francisco,VR,Week 4,10,Just right
676,San Francisco,"Apps, Explorer",Week 4,8,Way too fast
677,San Francisco,VR,Week 4,8,Just right
678,Santa Clara,Apps,Week 4,8,Just right
679,San Francisco,VR,Week 4,6,A little too fast
680,San Francisco,Apps,Week 4,9,Just right
681,San Francisco,"Apps, Explorer",Week 4,7,Just right
682,San Francisco,Apps,Week 4,3,Just right
683,San Francisco,VR,Week 4,10,A little too fast
684,San Francisco,VR,Week 4,4,Just right
685,Santa Clara,"Games, Explorer",Week 4,9,A little too fast
686,San Francisco,"Apps, Explorer",Week 4,8,Just right
687,San Francisco,VR,Week 4,9,Just right
688,San Francisco,VR,Week 4,8,Just right
689,San Francisco,Apps,Week 4,7,Just right
690,Santa Clara,Games,Week 4,8,Just right
691,Santa Clara,Apps,Week 4,10,Just right
692,Santa Clara,Games,Week 4,7,Just right
693,San Francisco,"Apps, Explorer",Week 4,9,A little too slow
694,San Francisco,Games,Week 4,8,A little too fast
695,San Francisco,"Apps, Explorer",Week 4,10,Just right
696,San Francisco,Apps,Week 4,6,A little too fast
697,Los Angeles,Apps,Week 4,10,Just right
698,San Francisco,"Apps, Explorer",Week 4,8,Way too fast
699,Santa Clara,Games,Week 4,8,Just right
700,San Francisco,Games,Week 4,10,Just right
701,San Francisco,"Apps, Explorer",Week 4,7,Just right
702,Santa Clara,Games,Week 4,6,A little too slow
703,San Francisco,Games,Week 4,9,Just right
704,San Francisco,VR,Week 4,9,Just right
705,San Francisco,Apps,Week 4,8,A little too fast
706,Santa Clara,Games,Week 4,9,Just right
707,San Francisco,Apps,Week 4,5,Just right
708,San Francisco,VR,Week 4,10,Just right
709,San Francisco,VR,Week 4,7,A little too fast
710,San Francisco,Apps,Week 4,8,Just right
711,Los Angeles,Apps,Week 4,9,Just right
712,San Francisco,"Apps, Explorer",Week 4,3,Just right
713,San Francisco,Apps,Week 4,9,Just right
714,Chicago,"Apps, Explorer",Week 4,9,A little too fast
715,Oakland,"Apps, Explorer",Week 4,7,A little too fast
716,San Francisco,"Apps, Explorer",Week 4,4,Just right
717,Los Angeles,Apps,Week 4,9,A little too fast
718,Los Angeles,Apps,Week 4,8,Just right
719,Washington DC,Apps,Week 3,10,Just right
720,San Francisco,Apps,Week 4,10,Just right
721,Santa Clara,Apps,Week 4,8,Just right
722,New York City,Apps,Week 2,8,A little too fast
723,San Francisco,Games,Week 4,10,Just right
724,San Francisco,"Apps, Explorer",Week 4,8,Just right
725,Oakland,Apps,Week 4,9,A little too slow
726,San Francisco,Apps,Week 4,10,Just right
727,San Francisco,"Apps, Explorer",Week 4,10,Just right
728,Oakland,Apps,Week 4,7,A little too slow
729,Chicago,Apps,Week 4,10,Just right
730,Oakland,Apps,Week 4,8,Just right
732,New York City,Apps,Week 2,9,Just right
733,New York City,Apps,Week 2,8,A little too fast
734,New York City,Apps,Week 2,7,Just right
735,New York City,Apps,Week 2,10,Just right
736,New York City,Apps,Week 2,8,Just right
737,New York City,"Apps, Explorer",Week 2,10,Just right
738,New York City,Apps,Week 2,7,Just right
739,,,Week 2,7,A little too fast
742,Santa Clara,Apps,Week 4,8,Just right
743,Santa Clara,Apps,Week 4,8,Just right
744,Santa Clara,Apps,Week 4,7,Just right
745,Santa Clara,Games,Week 4,9,Just right
746,Santa Clara,Games,Week 4,10,Just right
747,Redwood City,Apps,Week 4,7,Just right
748,Oakland,Apps,Week 4,9,A little too fast
749,Santa Clara,"Games, Explorer",Week 4,7,Just right
750,San Francisco,Games,Week 4,10,Just right
751,San Francisco,Games,Week 4,9,Just right
753,San Francisco,Apps,Week 4,6,A little too fast
754,New York City,Apps,Week 2,9,Just right
755,New York City,Apps,Week 3,10,A little too fast
756,New York City,Apps,Week 2,8,Just right
757,New York City,Apps,Week 2,8,Just right
758,New York City,Games,Week 2,8,A little too slow
759,San Francisco,Apps,Week 4,5,A little too fast
760,Oakland,"Apps, Explorer",Week 4,10,Just right
761,San Francisco,Apps,Week 4,8,Just right
762,New York City,Apps,Week 2,10,Just right
763,San Francisco,Apps,Week 4,8,Just right
764,San Francisco,Apps,Week 4,9,Just right
765,Hong Kong,"Apps, Explorer",Week 2,6,A little too slow
766,,,Week 1,9,A little too fast
767,Hong Kong,"Apps, Explorer",Week 2,8,A little too fast
768,Beijing,Apps,Week 1,10,Just right
769,Beijing,Apps,Week 1,9,A little too slow
770,Beijing,Apps,Week 1,9,Just right
771,Beijing,"Apps, Explorer",Week 1,10,Just right
772,Beijing,Apps,Week 1,9,A little too fast
773,Hong Kong,"Apps, Explorer",Week 2,8,A little too fast
774,Beijing,Apps,Week 1,8,Just right
775,Beijing,Apps,Week 1,9,Just right
776,Beijing,Apps,Week 1,8,A little too slow
777,Beijing,Apps,Week 1,9,A little too fast
778,Beijing,Apps,Week 1,9,Way too fast
779,Beijing,Apps,Week 1,10,A little too fast
780,Beijing,Apps,Week 1,7,Just right
781,Beijing,Apps,Week 1,10,Just right
782,Beijing,Apps,Week 1,10,Just right
783,Beijing,Apps,Week 1,7,Just right
784,Beijing,Apps,Week 1,10,A little too fast
785,Beijing,Apps,Week 1,8,A little too fast
786,Beijing,Apps,Week 1,8,Just right
787,Beijing,Apps,Week 1,9,Just right
788,Beijing,Apps,Week 1,10,Way too fast
789,Beijing,Apps,Week 1,9,Just right
790,Hong Kong,"Apps, Explorer",Week 2,6,A little too fast
791,Beijing,Apps,Week 1,9,Just right
792,Beijing,Apps,Week 1,9,Just right
793,Beijing,Apps,Week 1,9,Just right
794,Beijing,Apps,Week 1,10,A little too slow
795,Beijing,Apps,Week 1,10,A little too fast
796,Beijing,Apps,Week 1,10,Just right
797,Beijing,Apps,Week 1,9,A little too fast
798,Beijing,Apps,Week 1,7,Just right
799,Beijing,Apps,Week 1,10,Just right
800,Beijing,Apps,Week 1,9,A little too fast
801,Beijing,Apps,Week 1,8,A little too fast
802,Beijing,Apps,Week 1,9,Just right
803,Beijing,Apps,Week 1,10,Just right
804,Beijing,Apps,Week 1,7,A little too fast
805,Beijing,Apps,Week 1,9,A little too slow
806,Beijing,Apps,Week 1,7,A little too slow
807,Hong Kong,"Apps, Explorer",Week 2,8,A little too fast
808,Beijing,Apps,Week 2,10,A little too fast
809,Redwood City,Apps,Week 5,7,Just right
810,San Francisco,VR,Week 5,10,Just right
811,San Francisco,VR,Week 5,10,Just right
812,Redwood City,Apps,Week 5,10,Just right
813,Redwood City,Apps,Week 5,10,Just right
814,Redwood City,Apps,Week 5,7,Just right
815,Redwood City,Apps,Week 5,8,Just right
816,Redwood City,Apps,Week 5,8,Just right
817,Redwood City,Apps,Week 5,10,Just right
818,Oakland,Apps,Week 5,10,Just right
819,Washington DC,"Apps, Explorer",Week 4,9,A little too fast
820,Washington DC,"Apps, Explorer",Week 4,9,Just right
821,Atlanta,Apps,Week 5,9,Just right
822,Redwood City,Apps,Week 5,9,Just right
823,New York City,Apps,Week 3,10,Just right
824,New York City,Games,Week 3,9,Just right
825,New York City,"Apps, Explorer",Week 3,10,Just right
826,New York City,Games,Week 3,8,Just right
827,New York City,Apps,Week 3,8,Just right
828,New York City,"Games, Explorer",Week 3,9,Just right
829,New York City,Apps,Week 3,10,Just right
830,New York City,Apps,Week 3,8,Just right
831,Atlanta,"Apps, Explorer",Week 5,9,Just right
832,New York City,Apps,Week 3,9,Just right
833,New York City,"Apps, Explorer",Week 3,1,Way too fast
834,New York City,Apps,Week 3,9,Just right
835,New York City,Games,Week 3,9,Just right
836,New York City,"Apps, Explorer",Week 3,8,Just right
837,New York City,"Apps, Explorer",Week 3,8,Just right
838,New York City,Apps,Week 3,9,A little too slow
839,New York City,Apps,Week 3,8,Just right
840,New York City,Games,Week 3,9,Just right
841,New York City,Apps,Week 3,8,Just right
842,New York City,Apps,Week 3,8,Just right
843,New York City,Apps,Week 3,8,Just right
844,New York City,Apps,Week 3,9,A little too fast
845,New York City,Apps,Week 3,3,A little too fast
846,,,Week 3,7,A little too fast
847,New York City,Apps,Week 3,9,A little too fast
848,,,Week 3,10,Just right
849,Redwood City,Apps,Week 5,9,Just right
850,New York City,"Apps, Explorer",Week 3,10,Just right
851,New York City,Games,Week 3,9,Just right
852,New York City,"Apps, Explorer",Week 3,10,Just right
853,New York City,Apps,Week 3,6,A little too slow
854,New York City,Games,Week 3,6,Just right
855,New York City,"Games, Explorer",Week 3,9,Just right
856,New York City,Apps,Week 3,9,Just right
857,New York City,Apps,Week 3,9,Just right
858,New York City,Apps,Week 3,8,A little too fast
859,Atlanta,Apps,Week 5,10,Just right
860,New York City,Apps,Week 3,7,Just right
861,New York City,Apps,Week 3,10,Just right
862,New York City,Apps,Week 3,10,Just right
863,New York City,Apps,Week 3,6,Just right
864,New York City,Games,Week 3,9,Just right
865,New York City,"Games, Explorer",Week 3,10,Just right
866,New York City,"Games, Explorer",Week 3,7,Just right
867,Atlanta,Apps,Week 5,9,Just right
868,San Francisco,VR,Week 5,10,Just right
869,San Francisco,"Apps, Explorer",Week 5,8,Just right
870,Washington DC,Apps,Week 4,8,Just right
871,Chicago,Apps,Week 5,9,A little too fast
872,Chicago,Apps,Week 5,10,Just right
873,Chicago,Apps,Week 5,9,A little too fast
874,Chicago,Apps,Week 5,10,A little too fast
875,Chicago,Apps,Week 5,7,Just right
876,Chicago,"Apps, Explorer",Week 5,7,A little too fast
877,Chicago,Apps,Week 5,8,Just right
878,Chicago,Apps,Week 5,8,Just right
879,Chicago,Apps,Week 5,9,A little too fast
880,Chicago,"Apps, Explorer",Week 5,8,Just right
881,Oakland,Apps,Week 5,8,Just right
882,Oakland,"Apps, Explorer",Week 5,10,Just right
883,San Francisco,VR,Week 5,10,Just right
884,San Francisco,VR,Week 5,9,Just right
885,San Francisco,VR,Week 5,10,Just right
886,Los Angeles,Apps,Week 5,10,Just right
887,Los Angeles,Games,Week 5,7,A little too slow
888,Santa Clara,"Apps, Explorer",Week 5,10,A little too fast
889,Santa Clara,Apps,Week 5,10,Just right
890,Los Angeles,Games,Week 5,10,Just right
891,Los Angeles,Apps,Week 5,10,Just right
892,Los Angeles,Apps,Week 5,6,A little too slow
893,Los Angeles,Games,Week 5,8,Just right
894,Los Angeles,Apps,Week 5,9,A little too slow
895,Los Angeles,Apps,Week 5,9,Just right
896,Santa Clara,Apps,Week 5,9,Just right
897,San Francisco,Games,Week 5,9,Just right
898,San Francisco,Games,Week 4,9,Just right
899,San Francisco,"Apps, Explorer",Week 5,8,Just right
900,San Francisco,Apps,Week 5,9,A little too fast
901,San Francisco,Apps,Week 5,10,Just right
902,San Francisco,Games,Week 5,8,Just right
903,San Francisco,Games,Week 5,10,A little too fast
904,San Francisco,Apps,Week 5,8,Just right
905,San Francisco,"Apps, Explorer",Week 5,7,Just right
906,San Francisco,"Apps, Explorer",Week 5,8,Just right
907,San Francisco,Apps,Week 5,10,Just right
908,San Francisco,Games,Week 5,9,A little too fast
909,San Francisco,Games,Week 5,10,A little too fast
910,San Francisco,"Apps, Explorer",Week 5,8,Just right
911,San Francisco,Apps,Week 5,8,Just right
912,San Francisco,Apps,Week 5,9,Just right
913,San Francisco,Games,Week 5,8,Just right
914,San Francisco,Apps,Week 5,9,Just right
915,San Francisco,Games,Week 5,8,Just right
916,San Francisco,Apps,Week 5,6,Just right
917,San Francisco,"Apps, Explorer",Week 5,8,A little too fast
918,San Francisco,Apps,Week 5,8,Just right
919,,,Week 5,9,A little too fast
920,San Francisco,Apps,Week 5,9,Just right
921,Oakland,Apps,Week 5,7,Just right
922,Santa Clara,Games,Week 5,8,Just right
923,San Francisco,Apps,Week 5,10,Just right
924,San Francisco,Games,Week 5,10,Just right
925,San Francisco,"Apps, Explorer",Week 5,10,Just right
926,Santa Clara,Apps,Week 5,7,Just right
927,San Francisco,Apps,Week 5,6,Just right
928,San Francisco,Apps,Week 5,6,Just right
929,Santa Clara,Games,Week 5,4,Just right
930,Los Angeles,Games,Week 5,8,Just right
931,Los Angeles,Apps,Week 5,8,Just right
932,San Francisco,VR,Week 5,10,Just right
933,Oakland,Apps,Week 5,9,Just right
934,San Francisco,Games,Week 5,9,A little too slow
935,San Francisco,"Apps, Explorer",Week 5,10,Just right
936,Santa Clara,"Games, Explorer",Week 5,8,Just right
937,Oakland,Apps,Week 5,7,A little too fast
938,Santa Clara,Apps,Week 5,7,Just right
939,Santa Clara,"Games, Explorer",Week 5,9,A little too fast
940,Santa Clara,"Apps, Explorer",Week 5,5,Just right
941,Santa Clara,Apps,Week 5,8,Just right
942,Santa Clara,"Apps, Explorer",Week 5,8,Just right
943,San Francisco,Apps,Week 5,7,Just right
944,Santa Clara,Apps,Week 5,9,A little too fast
945,Santa Clara,Games,Week 5,8,A little too fast
946,Santa Clara,Games,Week 5,9,A little too fast
947,Santa Clara,Games,Week 5,10,Just right
948,San Francisco,"Apps, Explorer",Week 5,8,Just right
949,Santa Clara,Games,Week 5,7,A little too fast
950,Los Angeles,Apps,Week 5,10,Just right
951,Oakland,Apps,Week 5,10,Just right
952,Santa Clara,Apps,Week 5,9,A little too fast
953,Santa Clara,Games,Week 5,9,Just right
954,San Francisco,Apps,Week 5,7,A little too fast
955,Santa Clara,Apps,Week 5,8,Just right
956,Oakland,Apps,Week 5,9,Just right
957,San Francisco,Apps,Week 5,9,Just right
958,San Francisco,"Apps, Explorer",Week 5,10,Just right
959,San Francisco,Games,Week 5,10,Just right
960,New York City,Apps,Week 3,10,Just right
961,Santa Clara,Games,Week 5,9,Just right
962,San Francisco,Apps,Week 5,10,Just right
963,Washington DC,Apps,Week 4,10,Just right
964,Oakland,"Apps, Explorer",Week 5,7,Just right
965,San Francisco,"Apps, Explorer",Week 5,9,Just right
966,San Francisco,Apps,Week 5,8,A little too fast
967,Atlanta,"Apps, Explorer",Week 4,10,A little too fast
968,Redwood City,Apps,Week 5,9,A little too fast
969,Santa Clara,Apps,Week 5,10,A little too fast
970,Santa Clara,Apps,Week 5,7,A little too fast
971,Los Angeles,Apps,Week 5,10,Just right
973,New York City,"Apps, Explorer",Week 3,7,Just right
974,,,Week 3,10,Just right
975,New York City,Apps,Week 3,7,Just right
976,New York City,Apps,Week 3,9,Just right
977,New York City,Games,Week 3,9,Just right
978,New York City,Apps,Week 3,8,Just right
979,,,Week 3,7,Just right
980,New York City,Apps,Week 3,8,Just right
981,Atlanta,"Apps, Explorer",Week 5,10,Just right
982,Washington DC,Apps,Week 3,6,A little too fast
983,Santa Clara,Apps,Week 5,9,Just right
984,Santa Clara,Apps,Week 5,9,Just right
985,Santa Clara,Apps,Week 5,8,Just right
990,Santa Clara,Apps,Week 5,8,Just right
991,Santa Clara,Apps,Week 5,8,A little too fast
992,San Francisco,Apps,Week 5,7,Just right
993,New York City,"Apps, Explorer",Week 3,9,Just right
994,Chicago,"Apps, Explorer",Week 5,10,Just right
995,New York City,Apps,Week 3,5,A little too slow
996,San Francisco,"Apps, Explorer",Week 5,10,Just right
997,Washington DC,"Apps, Explorer",Week 4,10,Just right
998,Tokyo,Apps,Week 1,4,Way too fast
999,Beijing,Apps,Week 2,8,Just right
1000,Beijing,Apps,Week 2,10,Just right
1001,Beijing,Apps,Week 2,8,A little too fast
1002,,,Week 2,9,Just right
1003,Beijing,Apps,Week 2,9,A little too fast
1004,Beijing,Apps,Week 2,9,A little too fast
1005,Beijing,Apps,Week 2,8,Just right
1006,Beijing,Apps,Week 2,7,Just right
1007,Beijing,Apps,Week 2,9,Just right
1008,Beijing,Apps,Week 2,9,A little too slow
1009,Beijing,Apps,Week 2,10,A little too fast
1010,Beijing,Apps,Week 2,9,A little too fast
1011,Beijing,Apps,Week 2,8,Just right
1012,Beijing,Apps,Week 2,10,Just right
1013,Beijing,Apps,Week 2,8,Just right
1014,Beijing,"Apps, Explorer",Week 2,10,Just right
1015,Beijing,Apps,Week 2,9,Just right
1016,Beijing,Apps,Week 2,8,A little too fast
1017,Beijing,Apps,Week 2,8,Just right
1018,Beijing,Apps,Week 2,8,A little too fast
1019,Beijing,Apps,Week 2,9,Just right
1020,Beijing,Apps,Week 2,8,Just right
1021,Beijing,Apps,Week 2,8,A little too fast
1022,Beijing,Apps,Week 2,10,Just right
1023,Beijing,Apps,Week 2,8,Just right
1024,Beijing,Apps,Week 2,10,Just right
1025,Beijing,Apps,Week 2,9,Just right
1026,Beijing,Apps,Week 2,9,A little too fast
1027,Beijing,Apps,Week 2,10,A little too slow
1028,Beijing,Apps,Week 2,10,A little too fast
1029,Beijing,Apps,Week 2,8,A little too fast
1030,Beijing,Apps,Week 2,8,Just right
1031,Beijing,Apps,Week 2,10,Just right
1032,Beijing,Apps,Week 2,9,Just right
1033,Tokyo,Apps,Week 1,9,Just right
1034,Tokyo,Apps,Week 1,4,A little too fast
1035,Tokyo,Apps,Week 1,8,A little too fast
1036,Tokyo,Apps,Week 1,9,Just right
1037,Tokyo,Apps,Week 1,5,A little too fast
1038,Redwood City,Apps,Week 6,7,Just right
1039,San Francisco,VR,Week 6,9,Just right
1040,San Francisco,VR,Week 6,10,Just right
1041,Washington DC,Apps,Week 5,7,Just right
1042,Washington DC,Apps,Week 5,10,Just right
1043,Washington DC,"Apps, Explorer",Week 5,9,A little too fast
1044,San Francisco,VR,Week 6,10,Just right
1045,Redwood City,Apps,Week 6,7,Just right
1046,Redwood City,Apps,Week 6,10,Just right
1047,Redwood City,Apps,Week 6,6,Just right
1048,Redwood City,Apps,Week 6,8,Just right
1049,Redwood City,Apps,Week 6,9,A little too fast
1050,Redwood City,Apps,Week 6,9,Just right
1051,Washington DC,Apps,Week 5,8,A little too slow
1052,New York City,Games,Week 4,10,Just right
1053,New York City,Apps,Week 4,10,A little too slow
1054,New York City,Games,Week 4,10,Just right
1055,New York City,Games,Week 4,9,A little too slow
1056,New York City,Apps,Week 4,4,A little too fast
1057,New York City,Apps,Week 4,8,Just right
1058,New York City,Apps,Week 4,7,Just right
1059,New York City,Apps,Week 4,8,Just right
1060,New York City,Apps,Week 4,8,Just right
1061,New York City,Apps,Week 4,8,Just right
1062,New York City,Games,Week 4,6,Just right
1063,New York City,Apps,Week 4,8,Just right
1064,New York City,Apps,Week 4,7,Just right
1065,New York City,Games,Week 4,9,Just right
1066,New York City,Apps,Week 4,9,Just right
1067,New York City,"Apps, Explorer",Week 4,8,Just right
1068,New York City,Apps,Week 4,9,Just right
1069,New York City,Apps,Week 4,10,Just right
1070,New York City,"Apps, Explorer",Week 4,7,Way too fast
1071,New York City,Apps,Week 4,9,A little too fast
1072,New York City,Apps,Week 4,8,Just right
1073,New York City,Games,Week 4,10,Just right
1074,New York City,Apps,Week 4,9,Just right
1075,New York City,Apps,Week 4,9,Just right
1076,New York City,"Games, Explorer",Week 4,8,Just right
1077,New York City,Apps,Week 4,8,Just right
1078,New York City,"Games, Explorer",Week 4,10,Just right
1079,New York City,"Games, Explorer",Week 4,10,Just right
1080,New York City,Apps,Week 4,7,Just right
1081,Santa Clara,Apps,Week 6,10,A little too fast
1082,Santa Clara,Apps,Week 6,8,Just right
1083,Chicago,Apps,Week 6,8,Just right
1084,Chicago,Apps,Week 6,9,A little too fast
1085,Chicago,Apps,Week 6,6,Way too fast
1086,Chicago,Apps,Week 6,10,Just right
1087,Chicago,"Apps, Explorer",Week 6,7,A little too fast
1088,Chicago,"Apps, Explorer",Week 6,7,Just right
1089,New York City,"Games, Explorer",Week 4,9,Just right
1090,Los Angeles,Apps,Week 6,9,Just right
1091,Los Angeles,Apps,Week 6,8,Just right
1092,San Francisco,Games,Week 6,8,Just right
1093,San Francisco,Games,Week 6,8,Just right
1094,Los Angeles,Apps,Week 6,10,Just right
1095,San Francisco,Games,Week 6,10,Just right
1096,San Francisco,Apps,Week 6,10,A little too fast
1097,Los Angeles,Apps,Week 6,7,Just right
1098,Los Angeles,Apps,Week 6,10,Just right
1099,San Francisco,Apps,Week 6,7,Just right
1100,San Francisco,"Apps, Explorer",Week 6,9,Just right
1101,San Francisco,Apps,Week 6,10,Just right
1102,Los Angeles,Apps,Week 6,10,Just right
1103,Los Angeles,Games,Week 6,9,Just right
1104,Los Angeles,Apps,Week 6,9,Just right
1105,San Francisco,Apps,Week 6,9,Just right
1106,San Francisco,"Apps, Explorer",Week 6,8,Just right
1107,San Francisco,Apps,Week 6,10,Just right
1108,San Francisco,Apps,Week 6,10,Just right
1109,San Francisco,"Apps, Explorer",Week 6,8,Just right
1110,San Francisco,Apps,Week 6,9,Just right
1111,San Francisco,VR,Week 6,10,Just right
1112,San Francisco,Apps,Week 6,8,Just right
1113,San Francisco,Apps,Week 6,8,A little too slow
1114,Santa Clara,Apps,Week 6,8,Just right
1115,Santa Clara,Games,Week 6,8,Just right
1116,Santa Clara,Games,Week 6,7,A little too fast
1117,Santa Clara,Apps,Week 6,9,Just right
1118,Santa Clara,Apps,Week 6,9,Just right
1119,Santa Clara,"Apps, Explorer",Week 6,9,Just right
1120,Santa Clara,Games,Week 6,8,Just right
1121,Santa Clara,"Apps, Explorer",Week 6,5,Just right
1122,Los Angeles,Games,Week 6,9,Just right
1123,San Francisco,Apps,Week 6,10,Just right
1124,Los Angeles,Games,Week 6,8,Just right
1125,Santa Clara,Apps,Week 6,9,A little too fast
1126,Santa Clara,Apps,Week 6,10,Just right
1127,Santa Clara,Games,Week 6,10,Just right
1128,Santa Clara,Games,Week 6,10,Just right
1129,Santa Clara,Apps,Week 6,9,A little too fast
1130,San Francisco,"Apps, Explorer",Week 6,9,Just right
1131,Santa Clara,Games,Week 6,9,Just right
1132,San Francisco,VR,Week 6,10,Just right
1133,Los Angeles,Apps,Week 6,7,Just right
1134,San Francisco,Apps,Week 6,9,Just right
1135,Chicago,Apps,Week 6,9,Just right
1136,New York City,Apps,Week 4,10,Just right
1137,San Francisco,"Apps, Explorer",Week 6,8,Just right
1138,San Francisco,Apps,Week 6,7,Just right
1139,San Francisco,Apps,Week 6,8,Just right
1140,Oakland,Apps,Week 6,9,Just right
1141,San Francisco,Games,Week 6,9,Just right
1142,Tokyo,Apps,Week 1,10,Just right
1143,Santa Clara,Apps,Week 6,8,Just right
1144,Santa Clara,Apps,Week 6,7,A little too fast
1145,,,Week 1,9,Just right
1146,Tokyo,Apps,Week 1,9,Just right
1147,,,Week 1,9,Just right
1148,Tokyo,Apps,Week 1,8,A little too slow
1149,,,Week 1,8,Just right
1150,Tokyo,Apps,Week 1,10,A little too fast
1151,,,Week 1,9,A little too fast
1152,San Francisco,Apps,Week 6,8,Just right
1153,New York City,Apps,Week 4,5,Just right
1154,Tokyo,Apps,Week 1,9,Just right
1155,,,Week 1,10,Just right
1156,Tokyo,Apps,Week 1,8,Just right
1157,Tokyo,Apps,Week 1,4,A little too slow
1158,Tokyo,Apps,Week 1,7,Just right
1159,Tokyo,Apps,Week 1,7,A little too fast
1160,San Francisco,Apps,Week 6,2,A little too fast
1162,Tokyo,Apps,Week 1,10,Just right
1163,Tokyo,Apps,Week 1,10,Just right
1164,,,Week 1,9,Just right
1165,,,Week 2,10,Just right
1166,Tokyo,Apps,Week 1,8,A little too fast
1167,Los Angeles,Apps,Week 6,8,Just right
1168,Tokyo,Apps,Week 1,8,Just right
1170,Tokyo,Apps,Week 1,8,A little too fast
1171,Tokyo,Apps,Week 1,10,Just right
1172,Tokyo,Apps,Week 1,10,Just right
1173,Tokyo,Apps,Week 1,7,A little too fast
1174,Tokyo,Apps,Week 1,10,Just right
1175,Tokyo,Apps,Week 1,10,Just right
1176,Tokyo,Apps,Week 1,8,Just right
1177,New York City,"Apps, Explorer",Week 4,5,A little too fast
1178,New York City,Apps,Week 4,10,Just right
1179,New York City,Apps,Week 4,8,Just right
1180,New York City,"Apps, Explorer",Week 4,8,Just right
1181,New York City,Apps,Week 4,5,Just right
1182,New York City,"Apps, Explorer",Week 4,8,Just right
1183,New York City,Games,Week 4,9,Just right
1184,New York City,"Apps, Explorer",Week 4,8,A little too fast
1185,,,Week 4,7,Just right
1186,,,Week 4,10,Just right
1187,New York City,"Apps, Explorer",Week 4,10,Just right
1188,New York City,Apps,Week 4,9,Just right
1189,New York City,Apps,Week 4,6,A little too fast
1190,Chicago,"Apps, Explorer",Week 6,9,A little too fast
1191,New York City,Apps,Week 4,9,Just right
1192,New York City,Apps,Week 4,10,Just right
1193,Chicago,Apps,Week 6,10,A little too fast
1194,Chicago,Apps,Week 6,9,Just right
1195,Santa Clara,Apps,Week 6,10,Just right
1196,Santa Clara,"Games, Explorer",Week 6,8,Just right
1197,Santa Clara,"Apps, Explorer",Week 6,10,Just right
